msmID,source,name,city,country,latitude,longitude,hops
www.aucegypt.edu,Egypt,37182 TERNET,,Tanzania,-6.8227,39.291,25
www.aucegypt.edu,Egypt,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,26
www.uwc.ac.za,SA,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,20
www.uwc.ac.za,SA,37182 TERNET,,Tanzania,-6.8227,39.291,15
www.uwc.ac.za,SA,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,17
www.uct.ac.za,SA,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,24
www.uct.ac.za,SA,37182 TERNET,,Tanzania,-6.8227,39.291,19
www.uct.ac.za,SA,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,21
www.sua.ac.tz,Tanzania,3491 PCCW Global Inc.,,United States,37.751,-97.822,12
www.sua.ac.tz,Tanzania,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,13
www.sua.ac.tz,Tanzania,42235 Intra Data Communication,,Mozambique,-18.25,35.0,19
www.udsm.ac.tz,Tanzania,3491 PCCW Global Inc.,,United States,37.751,-97.822,11
www.udsm.ac.tz,Tanzania,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,11
www.udsm.ac.tz,Tanzania,42235 Intra Data Communication,,Mozambique,-18.25,35.0,15
www.knust.edu.gh,Ghana,42235 Intra Data Communication,,Mozambique,-18.25,35.0,14
www.knust.edu.gh,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,12
www.knust.edu.gh,Ghana,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,13
www.ug.edu.gh,Ghana,42235 Intra Data Communication,,Mozambique,-18.25,35.0,14
www.ug.edu.gh,Ghana,3491 PCCW Global Inc.,,United States,37.751,-97.822,12
www.ug.edu.gh,Ghana,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,14
www.univ-bejaia.dz,Algeria,42235 Intra Data Communication,,Mozambique,-18.25,35.0,19
www.univ-bejaia.dz,Algeria,3491 PCCW Global Inc.,,United States,37.751,-97.822,16
www.univ-bejaia.dz,Algeria,31960 EMUNET,Maputo,Mozambique,-25.9653,32.5892,17
www.univ-tlemcen.dz,Algeria,42235 Intra Data Communication,,Mozambique,-18.25,35.0,24
www.univ-tlemcen.dz,Algeria,3491 PCCW Global Inc.,,United States,37.751,-97.822,21
